coordinates,publication,filename,authorName,archiveType,variableType,description,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits,rank
"[-112.125, -79.463, 1766]",PAGES2kv2,Ant-WAIS-Divide.Severinghaus.2012.lpd,Anais J. Orsi,borehole,inferred,surface temperature,NA,Ice Surface,Temperature,degC,1.0
"[-112.125, -79.463, 1766]",PAGES2kv2,Ant-WAIS-Divide.Severinghaus.2012.lpd,Bruce D. Cornuelle,borehole,inferred,surface temperature,NA,Ice Surface,Temperature,degC,1.0
"[-112.125, -79.463, 1766]",PAGES2kv2,Ant-WAIS-Divide.Severinghaus.2012.lpd,Jeffrey P. Severinghaus,borehole,inferred,surface temperature,NA,Ice Surface,Temperature,degC,1.0
"[-112.125, -79.463, 1766]",PAGES2kv2,Ant-WAIS-Divide.Severinghaus.2012.lpd,Anais J. Orsi,borehole,inferred,temperature uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[-112.125, -79.463, 1766]",PAGES2kv2,Ant-WAIS-Divide.Severinghaus.2012.lpd,Bruce D. Cornuelle,borehole,inferred,temperature uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[-112.125, -79.463, 1766]",PAGES2kv2,Ant-WAIS-Divide.Severinghaus.2012.lpd,Jeffrey P. Severinghaus,borehole,inferred,temperature uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[-68.83, 69.87, 180]",PAGES2kv2,Arc-BigRoundLake.Thomas.2009.lpd,Elizabeth K. Thomas,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-68.83, 69.87, 180]",PAGES2kv2,Arc-BigRoundLake.Thomas.2009.lpd,Jason P. Briner,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-BrayaS.DAndrea.2011.lpd,W. J. D'Andrea,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-BrayaS.DAndrea.2011.lpd,Y. Huang,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-BrayaS.DAndrea.2011.lpd,S. C. Fritz,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-BrayaS.DAndrea.2011.lpd,N. J. Anderson,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,G. C. Wiles,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,R. D. Darrigo,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,D. Barclay,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,R. S. Wilson,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,S. K. Jarvis,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,L. Vargo,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.59, 61.03, 230]",PAGES2kv2,Arc-GulfofAlaska.Wilson.2014.lpd,D. Frank,tree,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-146.2, 61.5, 1128]",PAGES2kv2,Arc-HalletLake.McKay.2008.lpd,Nicholas P. Mckay,lake sediment,inferred,JJA Temperature Anomalies,NA,Air Surface,Temperature,degC,1
"[-146.2, 61.5, 1128]",PAGES2kv2,Arc-HalletLake.McKay.2008.lpd,Darrell S. Kaufman,lake sediment,inferred,JJA Temperature Anomalies,NA,Air Surface,Temperature,degC,1
"[-146.2, 61.5, 1128]",PAGES2kv2,Arc-HalletLake.McKay.2008.lpd,Neal Michelutti,lake sediment,inferred,JJA Temperature Anomalies,NA,Air Surface,Temperature,degC,1
"[-146.2, 61.5, 1128]",PAGES2kv2,Arc-HalletLake.McKay.2008.lpd,Nicholas P. Mckay,lake sediment,inferred,Temperature uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[-146.2, 61.5, 1128]",PAGES2kv2,Arc-HalletLake.McKay.2008.lpd,Darrell S. Kaufman,lake sediment,inferred,Temperature uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[-146.2, 61.5, 1128]",PAGES2kv2,Arc-HalletLake.McKay.2008.lpd,Neal Michelutti,lake sediment,inferred,Temperature uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[-145.66, 61.9, 657]",PAGES2kv2,Arc-HudsonLake.Clegg.2011.lpd,B.F. Clegg,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.66, 61.9, 657]",PAGES2kv2,Arc-HudsonLake.Clegg.2011.lpd,R. Kelly,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.66, 61.9, 657]",PAGES2kv2,Arc-HudsonLake.Clegg.2011.lpd,G.H. Clarke,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.66, 61.9, 657]",PAGES2kv2,Arc-HudsonLake.Clegg.2011.lpd,I.R. Walker,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.66, 61.9, 657]",PAGES2kv2,Arc-HudsonLake.Clegg.2011.lpd,Feng Sheng Hu,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-18.37, 64.77, 0]",PAGES2kv2,Arc-Iceland.Bergthorsson.1969.lpd,Pall Bergthorsson,documents,inferred,annual mean temperature,NA,Air Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,W. J. D'Andrea,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,D. A. Vaillencourt,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,N. L. Balascio,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,A. Werner,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,S. R. Roof,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,M. Retelle,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[13.9311, 78.0217, 94]",PAGES2kv2,Arc-Kongressvatnet.DAndrea.2012.lpd,R. S. Bradley,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-83.79, 65.1, 100]",PAGES2kv2,Arc-Lake4.Rolland.2009.lpd,Nicolas Rolland,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[-83.79, 65.1, 100]",PAGES2kv2,Arc-Lake4.Rolland.2009.lpd,Isabelle Larocque,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[-83.79, 65.1, 100]",PAGES2kv2,Arc-Lake4.Rolland.2009.lpd,Pierre Francus,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[-83.79, 65.1, 100]",PAGES2kv2,Arc-Lake4.Rolland.2009.lpd,Reinhard Pienitz,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[-83.79, 65.1, 100]",PAGES2kv2,Arc-Lake4.Rolland.2009.lpd,Laurence Laperrière,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-LakeE.DAndrea.2011.lpd,W. J. Dandrea,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-LakeE.DAndrea.2011.lpd,Y. Huang,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-LakeE.DAndrea.2011.lpd,S. C. Fritz,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[-50.7, 67, 170]",PAGES2kv2,Arc-LakeE.DAndrea.2011.lpd,N. J. Anderson,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[25.42, 60.28, 29]",PAGES2kv2,Arc-LakeHamptrsk.Luoto.2009.lpd,T. P. Luoto,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[25.42, 60.28, 29]",PAGES2kv2,Arc-LakeHamptrsk.Luoto.2009.lpd,K. Sarmaja-Korjonen,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[25.42, 60.28, 29]",PAGES2kv2,Arc-LakeHamptrsk.Luoto.2009.lpd,L. Nevalainen,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[25.42, 60.28, 29]",PAGES2kv2,Arc-LakeHamptrsk.Luoto.2009.lpd,T. Kauppila,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[30.12, 64.28, 188.4]",PAGES2kv2,Arc-LakePieni-Kauro.Luoto.2010.lpd,Tomi P. Luoto,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[30.12, 64.28, 188.4]",PAGES2kv2,Arc-LakePieni-Kauro.Luoto.2010.lpd,Samuli Helama,lake sediment,inferred,chironomid assemblages derived temperature,NA,Air Surface,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Dmitry Divine,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Elisabeth Isaksson,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Tonu Martma,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Harro A.J. Meijer,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,John Moore,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Veijo Pohjola,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Roderik S.W. Van De Wal,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[17.425, 78.8647, 1250]",PAGES2kv2,Arc-Lomonosovfonna.Divine.2011.lpd,Fred Godtliebsen,glacier ice,inferred,Temperature,NA,Air Condensationlevel,Temperature,degC,1
"[-133.87, 68.625, 5]",PAGES2kv2,Arc-MackenzieDelta.Porter.2013.lpd,Trevor J. Porter,tree,inferred,regional intrumental temperature record,NA,Na,Temperature,degC,1
"[-133.87, 68.625, 5]",PAGES2kv2,Arc-MackenzieDelta.Porter.2013.lpd,Michael F.J. Pisaric,tree,inferred,regional intrumental temperature record,NA,Na,Temperature,degC,1
"[-133.87, 68.625, 5]",PAGES2kv2,Arc-MackenzieDelta.Porter.2013.lpd,Steven V. Kokelj,tree,inferred,regional intrumental temperature record,NA,Na,Temperature,degC,1
"[-133.87, 68.625, 5]",PAGES2kv2,Arc-MackenzieDelta.Porter.2013.lpd,Peter Demontigny,tree,inferred,regional intrumental temperature record,NA,Na,Temperature,degC,1
"[-17.7, 66.55, -470]",PAGES2kv2,Arc-MD992275.Jiang.2005.lpd,Hui Jiang,marine sediment,inferred,"Diatoms, tranfers function",NA,Sea Surface,Temperature,degC,1
"[-17.7, 66.55, -470]",PAGES2kv2,Arc-MD992275.Jiang.2005.lpd,Jón Eiríksson,marine sediment,inferred,"Diatoms, tranfers function",NA,Sea Surface,Temperature,degC,1
"[-17.7, 66.55, -470]",PAGES2kv2,Arc-MD992275.Jiang.2005.lpd,Michael Schulz,marine sediment,inferred,"Diatoms, tranfers function",NA,Sea Surface,Temperature,degC,1
"[-17.7, 66.55, -470]",PAGES2kv2,Arc-MD992275.Jiang.2005.lpd,Karen-Luise Knudsen,marine sediment,inferred,"Diatoms, tranfers function",NA,Sea Surface,Temperature,degC,1
"[-17.7, 66.55, -470]",PAGES2kv2,Arc-MD992275.Jiang.2005.lpd,Marit-Solveig Seidenkrantz,marine sediment,inferred,"Diatoms, tranfers function",NA,Sea Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Benjamin F. Clegg,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Gina H. Clarke,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Melissa L. Chipman,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Michael Chou,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Ian R. Walker,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Willy Tinner,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-143.6, 61.35, 437]",PAGES2kv2,Arc-MooseLake.Clegg.2010.lpd,Feng Sheng Hu,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.4, 66.07, 223]",PAGES2kv2,Arc-ScreamingLynxLake.Clegg.2011.lpd,B.F. Clegg,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.4, 66.07, 223]",PAGES2kv2,Arc-ScreamingLynxLake.Clegg.2011.lpd,R. Kelly,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.4, 66.07, 223]",PAGES2kv2,Arc-ScreamingLynxLake.Clegg.2011.lpd,G.H. Clarke,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.4, 66.07, 223]",PAGES2kv2,Arc-ScreamingLynxLake.Clegg.2011.lpd,I.R. Walker,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-145.4, 66.07, 223]",PAGES2kv2,Arc-ScreamingLynxLake.Clegg.2011.lpd,Feng Sheng Hu,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-69.883, 62.917, 14]",PAGES2kv2,Arc-SoperLake.Hughen.2000.lpd,K.A. Hughen,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-69.883, 62.917, 14]",PAGES2kv2,Arc-SoperLake.Hughen.2000.lpd,J.T. Overpeck,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-69.883, 62.917, 14]",PAGES2kv2,Arc-SoperLake.Hughen.2000.lpd,R.F. Anderson,lake sediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[19.6, 68.26, 320]",PAGES2kv2,Arc-Tornetrask.Melvin.2012.lpd,T. M. Melvin,tree,inferred,from TRW,NA,Air Surface,Temperature,degC,1
"[19.6, 68.26, 320]",PAGES2kv2,Arc-Tornetrask.Melvin.2012.lpd,H. Grudd,tree,inferred,from TRW,NA,Air Surface,Temperature,degC,1
"[19.6, 68.26, 320]",PAGES2kv2,Arc-Tornetrask.Melvin.2012.lpd,K. R. Briffa,tree,inferred,from TRW,NA,Air Surface,Temperature,degC,1
"[19.6, 68.26, 320]",PAGES2kv2,Arc-Tornetrask.Melvin.2012.lpd,T. M. Melvin,tree,inferred,from MXD,NA,Air Surface,Temperature,degC,1
"[19.6, 68.26, 320]",PAGES2kv2,Arc-Tornetrask.Melvin.2012.lpd,H. Grudd,tree,inferred,from MXD,NA,Air Surface,Temperature,degC,1
"[19.6, 68.26, 320]",PAGES2kv2,Arc-Tornetrask.Melvin.2012.lpd,K. R. Briffa,tree,inferred,from MXD,NA,Air Surface,Temperature,degC,1
"[7.64, 66.97, -1048]",PAGES2kv2,Arc-VringPlateau.Berner.2011.lpd,K. S. Berner,marine sediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[7.64, 66.97, -1048]",PAGES2kv2,Arc-VringPlateau.Berner.2011.lpd,N. Koç,marine sediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[7.64, 66.97, -1048]",PAGES2kv2,Arc-VringPlateau.Berner.2011.lpd,F. Godtliebsen,marine sediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[7.64, 66.97, -1048]",PAGES2kv2,Arc-VringPlateau.Berner.2011.lpd,D. Divine,marine sediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Keith R. Briffa,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Thomas M. Melvin,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Timothy J. Osborn,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Rashit M. Hantemirov,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Alexander V. Kirdyanov,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Valeriy S. Mazepa,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Stepan G. Shiyatov,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Jan Esper,tree,inferred,air temperature,NA,Air Surface,Temperature,degC,1
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Keith R. Briffa,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Thomas M. Melvin,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Timothy J. Osborn,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Rashit M. Hantemirov,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Alexander V. Kirdyanov,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Valeriy S. Mazepa,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Stepan G. Shiyatov,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[68, 66.8, 30]",PAGES2kv2,Arc-Yamalia.Briffa.2013.lpd,Jan Esper,tree,inferred,surface temperature anomaly uncertainty,NA,NA,uncertainty_temperature,degC,NA
"[113, 29, 3000]",PAGES2kv2,Asi-CentralChina.Wang.1998.lpd,S.W. Wang,documents,inferred,"Cold/warm descriptions, annual temperature",NA,Air Surface,Temperature,index,1
"[113, 29, 3000]",PAGES2kv2,Asi-CentralChina.Wang.1998.lpd,J.L. Ye,documents,inferred,"Cold/warm descriptions, annual temperature",NA,Air Surface,Temperature,index,1
"[113, 29, 3000]",PAGES2kv2,Asi-CentralChina.Wang.1998.lpd,D.Y Gong,documents,inferred,"Cold/warm descriptions, annual temperature",NA,Air Surface,Temperature,index,1
"[117.5, 30, 2600]",PAGES2kv2,Asi-EastChina.Wang.1990.lpd,S. Wang,documents,inferred,"Winter cold index, winter temperature",NA,Air Surface,Temperature,index,1
"[117.5, 30, 2600]",PAGES2kv2,Asi-EastChina.Wang.1990.lpd,R. Wang,documents,inferred,"Winter cold index, winter temperature",NA,Air Surface,Temperature,index,1
"[120, 34, 3300]",PAGES2kv2,Asi-EastChina.Wang.1998.lpd,S.W. Wang,documents,inferred,"Cold/warm descriptions, annual temperature",NA,Air Surface,Temperature,index,1
"[120, 34, 3300]",PAGES2kv2,Asi-EastChina.Wang.1998.lpd,J.L. Ye,documents,inferred,"Cold/warm descriptions, annual temperature",NA,Air Surface,Temperature,index,1
"[120, 34, 3300]",PAGES2kv2,Asi-EastChina.Wang.1998.lpd,D.Y Gong,documents,inferred,"Cold/warm descriptions, annual temperature",NA,Air Surface,Temperature,index,1
"[121, 24, 3700]",PAGES2kv2,Asi-Fujian.Wang.1998.lpd,S.W. Wang,documents,inferred,"Cold/warm description, annual temperature",NA,Air Surface,Temperature,index,1
"[121, 24, 3700]",PAGES2kv2,Asi-Fujian.Wang.1998.lpd,J.L. Ye,documents,inferred,"Cold/warm description, annual temperature",NA,Air Surface,Temperature,index,1
"[121, 24, 3700]",PAGES2kv2,Asi-Fujian.Wang.1998.lpd,D.Y Gong,documents,inferred,"Cold/warm description, annual temperature",NA,Air Surface,Temperature,index,1
"[113.23, 23.16, 3900]",PAGES2kv2,Asi-Guangdong.Zheng.1982.lpd,S.-Z. Zheng,documents,inferred,"Cold winter record pieces in every ten years, winter temperature",NA,Air Surface,Temperature,index,1
"[112.5, 23.5, 2480]",PAGES2kv2,Asi-GuangdongAndGuangxi.Zhang.1980.lpd,D.E. Zhang,documents,inferred,"Frequency of cold/warm years, winter temperature",NA,Air Surface,Temperature,index,1
"[116.5, 28, 2300]",PAGES2kv2,Asi-Hunan-Jiangsu.Zhang.1980.lpd,D. Zhang,documents,inferred,"Frequency of cold/warm years, winter temperature",NA,Air Surface,Temperature,index,1
"[145.725, 43.955, 2400]",PAGES2kv2,Asi-KunashirIsland.Demezhko.2009.lpd,D. Yu. Demezhko,hybrid,inferred,synthesized ground surface temperatures,NA,Ground Surface,Temperature,degC,1
"[145.725, 43.955, 2400]",PAGES2kv2,Asi-KunashirIsland.Demezhko.2009.lpd,O. N. Solomina,hybrid,inferred,synthesized ground surface temperatures,NA,Ground Surface,Temperature,degC,1
"[118.8, 32.1, 2200]",PAGES2kv2,Asi-LowerYangtzeRiver.Zhang.1980.lpd,D. Zhang,documents,inferred,"Frequency of cold/warm years, winter temperature",NA,Air Surface,Temperature,index,1
"[114.5, 30.5, 1900]",PAGES2kv2,Asi-MiddleYangtzeRiver.Zhang.1980.lpd,D. Zhang,documents,inferred,"Frequency of cold/warm years, winter temperature",NA,Air Surface,Temperature,index,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,G. Chu,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,Q. Sun,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,X. Wang,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,M. Liu,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,Y. Lin,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,M. Xie,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,W. Shang,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,J. Liu,lake sediment,inferred,inferred temperature,NA,Lake Surface,Temperature,degC,1
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,P. M. Munz,marine sediment,inferred,inferred temperature,NA,Sea Surface,Temperature,degC,1
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,M. Siccha,marine sediment,inferred,inferred temperature,NA,Sea Surface,Temperature,degC,1
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,A. Lu Ckge,marine sediment,inferred,inferred temperature,NA,Sea Surface,Temperature,degC,1
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,A. Bo Ll,marine sediment,inferred,inferred temperature,NA,Sea Surface,Temperature,degC,1
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,M. Kucera,marine sediment,inferred,inferred temperature,NA,Sea Surface,Temperature,degC,1
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,H. Schulz,marine sediment,inferred,inferred temperature,NA,Sea Surface,Temperature,degC,1
"[59.5, 55, 1900]",PAGES2kv2,Asi-SourthAndMiddleUrals.Demezhko.2007.lpd,D. Yu. Demezhko,borehole,inferred,inferred ground surface temperature (GST) anomaly,NA,Ground Surface,Temperature,degC,1
"[59.5, 55, 1900]",PAGES2kv2,Asi-SourthAndMiddleUrals.Demezhko.2007.lpd,I. V. Golovanova,borehole,inferred,inferred ground surface temperature (GST) anomaly,NA,Ground Surface,Temperature,degC,1
"[114, 23, 2200]",PAGES2kv2,Asi-SouthChina.Wang.1998.lpd,S.W. Wang,documents,inferred,"Cold/warm description, annual temperature",NA,Air Surface,Temperature,index,1
"[114, 23, 2200]",PAGES2kv2,Asi-SouthChina.Wang.1998.lpd,J.L. Ye,documents,inferred,"Cold/warm description, annual temperature",NA,Air Surface,Temperature,index,1
