dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted proxyObsType,remainder(variableName),proxyObservationType,final proxyValue,proxyValue from,units,hasProxySystem,ProxySystem.SensorType,interpretation/variable,interpretation/variableDetail
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB00b8ca8d,measured,brGDGTIa,NA,NA,NA,brGDGTIa,3,peak area,NA,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBda8d7b6b,measured,brGDGTIb,NA,NA,NA,brGDGTIb,3,peak area,NA,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB2de78c22,measured,brGDGT,NA,NA,NA,brGDGT,3,peak area,NA,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBc05e76b2,measured,BIT,BIT,NA,NA,BIT,2,NA,NA,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB28096758,measured,MBT,NA,NA,NA,MBT,3,NA,NA,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB556eb778,measured,MBT',NA,NA,NA,MBT',3,NA,NA,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB37d64008,measured,CBT,NA,NA,NA,CBT,3,NA,NA,NA,NA,NA
CO00COKY.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_001,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO00DRBE.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_124,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO00KUNI.lpd,iso2k1_0_0,Coral,Coral,CO00KUNI01Aa,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO01TUNG.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_140,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO02KUBE.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_102,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO03COPM.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_139,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO04BAFI.lpd,iso2k1_0_0,Coral,Coral,CO04BAFI01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO04KIVA.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_174,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO04MGNG.lpd,iso2k1_0_0,Coral,Coral,CO04MGNG01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO04PFCH.lpd,iso2k1_0_0,Coral,Coral,CO04PFCH02A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO04ZIMG.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_020,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,"JZ, NJA",sea surface
CO05BAFI.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_142,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea@surface
CO05KUBE.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_105,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea@surface
CO06DATZ.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_007,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO06MOTO.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_108,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO07CAFR.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_193,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO08GOBE.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_094,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO08HEVE.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_096,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO08KIPR.lpd,iso2k1_0_0,Coral,Coral,CO08KIPR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO09NAKY.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_012,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO10HEIG.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_097,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO12GOVA.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_154,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO13CABL.lpd,iso2k1_0_0,Coral,Coral,CO13CABL01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO13CAHN.lpd,iso2k1_0_0,Coral,Coral,CO13CAHN01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO13COTB.lpd,iso2k1_0_0,Coral,Coral,CO13COTB00A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO13COXM.lpd,iso2k1_0_0,Coral,Coral,CO13COXM03A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO13DESC01A.lpd,iso2k1_0_0,Coral,Coral,WEB396032ca,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,NA
CO13HENG.lpd,iso2k1_0_0,Coral,Coral,CO13HENG01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO14CABT.lpd,iso2k1_0_0,Coral,Coral,CO14CABT01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO14ZIHO.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_026,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea@surface
CO14ZIMG.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_021,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO17DESC01A.lpd,iso2k1_0_0,Coral,Coral,WEB832ffc0e,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO17DESC02A.lpd,iso2k1_0_0,Coral,Coral,WEB832ffc0e2,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO17DESC03A.lpd,iso2k1_0_0,Coral,Coral,WEB832ffc0e22,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO17DESC04A.lpd,iso2k1_0_0,Coral,Coral,WEB832ffc0e222,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO17XISC01A.lpd,iso2k1_0_0,Coral,Coral,WEB396032ca2,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,NA
CO94DUUR.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_173,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea@surface
CO94HEAQ.lpd,iso2k1_0_0,Coral,Coral,CO94HEAQ02A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO94HEAQ.lpd,iso2k1_0_0,Coral,Coral,CO94HEAQ01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,Temperature_water,NA
CO94LISE.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_138,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO95TUNG.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_172,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO96QUVA.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_133,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO96SWBB.lpd,iso2k1_0_0,Coral,Coral,CO96SWBB01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO96SWFB.lpd,iso2k1_0_0,Coral,Coral,CO96SWFB01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO98BOFP.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_132,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO98CHPI.lpd,iso2k1_0_0,Coral,Coral,CO98CHPI01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,sea surface
CO98EVXM.lpd,iso2k1_0_0,Coral,Coral,Ocean2kHR_135,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO98QUNC.lpd,iso2k1_0_0,Coral,Coral,CO98QUNC01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO98SWPR.lpd,iso2k1_0_0,Coral,Coral,CO98SWPR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,NA
CO99DRGB.lpd,iso2k1_0_0,Coral,Coral,CO99DRGB01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
CO99KUHO.lpd,iso2k1_0_0,Coral,Coral,CO99KUHO01Aa,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,T_water,NA
CO99SWFB.lpd,iso2k1_0_0,Coral,Coral,CO99SWFB01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,d18O_seawater,sea surface
GI19POYU.lpd,iso2k1_0_0,GroundIce,GroundIce,WEB73fbe78c,measured,d2H,dD,NA,dD,dD,1,permil,NA,NA,P_isotope,air@surface
GI19POYU.lpd,iso2k1_0_0,GroundIce,GroundIce,WEBf7bafce3,measured,d18O,d18O,NA,d18O,d18O,1,permil,NA,NA,P_isotope,air@surface
GI19POYU.lpd,iso2k1_0_0,GroundIce,GroundIce,WEB53aebb8d,measured,d-excess,deuteriumExcess,NA,d-excess,deuteriumExcess,1,permil,NA,NA,NA,NA
GI19POYU.lpd,iso2k1_0_0,GroundIce,GroundIce,WEB10668658,measured,dD_swcorr,NA,NA,dD,dD,1,permil,NA,NA,NA,NA
GI19POYU.lpd,iso2k1_0_0,GroundIce,GroundIce,WEBa755355a,measured,d18O_swcorr,NA,NA,d18O,d18O,1,permil,NA,NA,NA,NA
GI19POYU.lpd,iso2k1_0_0,GroundIce,GroundIce,WEBa617473b,measured,d-excess_swcorr,NA,NA,d-excess,deuteriumExcess,1,permil,NA,NA,NA,NA
IC00COPR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00COPR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00EIGG.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00EIGG01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,NA
IC00OE02.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE0202A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE03.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE0302A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE05.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE0503A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE11.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1101A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE12.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1201A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE13.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1301A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE14.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1401A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE15.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1501A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE16.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1601A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE18.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1801A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE19.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE1901A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE20.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE2001A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE21.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE2101A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE22.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE2201A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OE23.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OE2301A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00OEKC.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00OEKC01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00SC16.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00SC1601A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00SC18.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00SC1801A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00SC21.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00SC2101A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00SC26.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00SC2601A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00SC29.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00SC2901A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00STHN.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00STHN01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00STTY.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00STTY01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC00THDS.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC00THDS03B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC01JO01.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC01JO0101A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02GR05.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02GR0501A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02GR07.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02GR0701A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02GR17.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02GR1701A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02HEWD.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02HEWD01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02MUBI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02MUBI01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02SCGN.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02SCGN01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02STTA.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02STTA02A,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,P_isotope,air@surface
IC02THKI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02THKI05A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02THKI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02THKI02A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02THKI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02THKI03A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02THKI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02THKI04A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC02THKI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC02THKI01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC03HOIL.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC03HOIL01A,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,P_isotope,of precipitation
IC03HORB.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC03HORB01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,NA
IC04FIML.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC04FIML01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,tropical or North Pacific moisture
IC05ISAU.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC05ISAU01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06KAS1.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06KAS101A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06THDD.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06THDD01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06THPR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06THPR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06VID3.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06VID301A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06VIGR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06VIGR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06VING.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06VING01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC06WAML.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC06WAML01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC07KADF.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC07KADF01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC07KARB.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC07KARB01A,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,P_isotope,precipitation
IC08DILO.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08DILO01A,measured,deuteriumExcess,deuteriumExcess,NA,NA,deuteriumExcess,2,permil,NA,NA,P_isotope,air@surface
IC08HODF.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08HODF02A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08THGZ.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08THGZ01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08VI77.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08VI7701A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08VI79.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08VI7901A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08VI84.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08VI8401A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08VI87.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08VI8701A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08VIRE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08VIRE01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC08VISV.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC08VISV01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,of precipitation
IC09EIBE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09EIBE01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09KA79.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09KA7901A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09KAD3.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09KAD301A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09KANG.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09KANG01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09OPAN.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09OPAN01A,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,P_isotope,air@surface
IC09OPAN.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09OPAN01C,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09OPAN.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09OPAN01B,measured,deuteriumExcess,deuteriumExcess,NA,NA,deuteriumExcess,2,permil,NA,NA,P_isotope,NA
IC09VIA8.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09VIA800A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09VICC.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09VICC01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC09VIRE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC09VIRE01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10NAB5.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10NAB501A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VICR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VICR01C,measured,thisShouldntBeEmpty,NA,NA,NA,thisShouldntBeEmpty,3,NA,NA,NA,P_isotope,air@surface
IC10VICR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VICR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VICR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VICR01B,measured,d18O,d18O,NA,NA,d18O,2,NA,NA,NA,P_isotope,air@surface
IC10VID3.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VID301A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,NA,NA
IC10VIGI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIGI01B,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,P_isotope,air@surface
IC10VIGI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIGI01A,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,NA,NA
IC10VIGR.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIGR01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VIMI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIMI01B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VIMI.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIMI01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VIP3.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIP300B,measured,d18O,d18O,NA,NA,d18O,2,NA,NA,NA,P_isotope,air@surface
IC10VIP3.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIP300A,measured,d18O,d18O,NA,NA,d18O,2,PC,NA,NA,P_isotope,air@surface
IC10VIRE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIRE01B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VIRE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VIRE01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISA.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISA01B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISA.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISA01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISD.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISD01B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISD.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISD01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISE01B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISE.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISE01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISG.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISG01B,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC10VISG.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC10VISG01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
IC11BEVL.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC11BEVL01A,measured,d2H,dD,NA,NA,dD,2,permil,NA,NA,P_isotope,air@surface
IC11DILO.lpd,iso2k1_0_0,GlacierIce,GlacierIce,IC11DILO01A,measured,d18O,d18O,NA,NA,d18O,2,permil,NA,NA,P_isotope,air@surface
